Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41198053,Neoreaction a Basilisk: Essays on and Around the Alt-Right,Elizabeth Sandifer,"Sandifer, Elizabeth",Jack Graham,"=""""","=""""",0,3.87,Eruditiorum Press,Kindle Edition,356,2018,2016,,2019/07/31,to-read,to-read (#242),to-read,,,,0,0
35271190,I'll Be Gone in the Dark,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt, Paul Haynes, Billy Jensen","=""""","=""""",0,4.12,Harper,Hardcover,328,2018,2018,,2019/07/30,to-read,to-read (#241),to-read,,,,0,0
38362809,"Rosewater (The Wormwood Trilogy, #1)",Tade Thompson,"Thompson, Tade",,"=""0316449059""","=""9780316449052""",0,3.75,Orbit,Paperback,432,2018,2017,,2019/07/30,to-read,to-read (#240),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.92,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2019/07/30,to-read,to-read (#239),to-read,,,,0,0
37796866,Vox,Christina Dalcher,"Dalcher, Christina",,"=""0440000785""","=""9780440000785""",0,3.54,Berkley,Hardcover,336,2018,2018,,2019/07/30,to-read,to-read (#238),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.22,Tor Books,Kindle Edition,366,2013,2013,,2019/07/30,to-read,to-read (#237),to-read,,,,0,0
18248613,"Warm Up  (Villains, #0.5)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,3.77,Tor Books,Kindle Edition,15,2013,2013,,2019/07/30,to-read,to-read (#236),to-read,,,,0,0
37534835,"Vengeful (Villains, #2)",V.E. Schwab,"Schwab, V.E.",,"=""0765387522""","=""9780765387523""",0,4.16,Tor Books,Hardcover,478,2018,2018,,2019/07/30,to-read,to-read (#235),to-read,,,,0,0
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",3,4.20,Yaknyam Press,Paperback,190,2018,2018,2019/07/28,2018/08/05,,,read,,,,1,0
1705865,Grisfesten: En rövarroman,Leif G.W. Persson,"Persson, Leif G.W.",,"=""9138042460""","=""9789138042465""",3,3.30,Liber Förlag,Hardcover,313,1978,1978,2019/07/21,2019/07/17,,,read,,,,1,0
34146112,The Movie Art of Syd Mead: Visual Futurist,Syd Mead,"Mead, Syd",,"=""1785651188""","=""9781785651182""",2,4.35,Titan Books,Hardcover,256,2017,2017,2019/02/19,2019/02/17,,,read,,,,1,0
41183448,Det som göms i snö,Carin Gerhardsen,"Gerhardsen, Carin",,"=""9188745058""","=""9789188745057""",2,3.59,Bookmark förlag,Hardcover,366,2018,2018,2019/07/05,2018/09/29,,,read,,,,1,0
37850908,Factfulness: Ten Reasons We're Wrong About The World - And Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637481""","=""""",5,4.36,Sceptre,Kindle Edition,353,2018,2018,2019/07/07,2018/04/04,,,read,,,,1,0
6406346,The Manual (How to Have a Number One the Easy Way),Jimmy Cauty,"Cauty, Jimmy",Bill Drummond,"=""0863596169""","=""9780863596162""",0,4.34,KLF Productions,Paperback,78,1988,1988,,2014/12/10,to-read,to-read (#36),to-read,,,,0,0
18465875,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,"Zetter, Kim",,"=""077043617X""","=""9780770436179""",0,4.16,Crown,Hardcover,406,2014,2014,,2019/06/29,to-read,to-read (#234),to-read,,,,0,0
29243729,The Hungry Brain: Outsmarting the Instincts That Make Us Overeat,Stephan Guyenet,"Guyenet, Stephan",Shizuka N. Aoki,"=""125008119X""","=""9781250081193""",0,4.06,Flatiron Books,Hardcover,304,2017,2017,,2019/06/15,to-read,to-read (#233),to-read,,,,0,0
10882,Hell's Angels,Hunter S. Thompson,"Thompson, Hunter S.",Sylvie Durastanti,"=""222109073X""","=""9782221090732""",0,3.99,Robert Laffont,Paperback,295,2000,1966,,2019/06/14,to-read,to-read (#232),to-read,,,,0,0
13649340,"Vila i frid (Emma Sköld, #1)",Sofie Sarenbrant,"Sarenbrant, Sofie",,"=""9173518336""","=""9789173518338""",0,3.37,Damm förlag,Hardcover,379,2012,2012,,2019/06/05,to-read,to-read (#231),to-read,,,,0,0
7960467,Even a Geek Can Speak,Joey Asher,"Asher, Joey",,"=""0978577604""","=""9780978577605""",0,3.93,Persuasive Speaker Press,Paperback,200,2006,2001,,2019/06/03,to-read,to-read (#230),to-read,,,,0,0
82994,Silence on the Wire: A Field Guide to Passive Reconnaissance and Indirect Attacks,Michal Zalewski,"Zalewski, Michal",,"=""1593270461""","=""9781593270469""",0,4.22,No Starch Press,Paperback,312,2005,2005,,2019/05/28,to-read,to-read (#229),to-read,,,,0,0
10822858,"The Keeper of Lost Causes (Department Q, #1)",Jussi Adler-Olsen,"Adler-Olsen, Jussi",Lisa Hartford,"=""0525952489""","=""9780525952480""",0,4.00,Dutton Adult,Hardcover,400,2011,2007,,2019/05/10,to-read,to-read (#228),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2019/05/09,to-read,to-read (#227),to-read,,,,0,0
30687041,Störst av allt,Malin Persson Giolito,"Giolito, Malin Persson",,"=""""","=""9789146232421""",0,3.76,Wahlström & Widstrand,ebook,367,2016,2016,,2019/05/08,to-read,to-read (#226),to-read,,,,0,0
9481907,Problem Solving With Prolog,John Stobo,"Stobo, John",,"=""0273029339""","=""9780273029335""",0,3.00,CRC Press,Paperback,308,1989,1989,,2019/04/07,to-read,to-read (#225),to-read,,,,0,0
2111739,Exploratory Data Analysis,John W. Tukey,"Tukey, John W.",,"=""0201076160""","=""9780201076165""",0,4.19,Pearson,Paperback,712,1977,1977,,2019/02/19,to-read,to-read (#224),to-read,,,,0,0
33413556,The Gone World,Tom Sweterlitsch,"Sweterlitsch, Tom",,"=""0399167501""","=""9780399167508""",0,3.93,G.P. Putnam's Sons,Hardcover,400,2018,2018,,2019/02/13,to-read,to-read (#223),to-read,,,,0,0
2466179,Thinking and Deciding,Jonathan Baron,"Baron, Jonathan",,"=""0521680433""","=""9780521680431""",0,4.06,Cambridge University Press,Paperback,600,2007,1988,,2019/02/12,to-read,to-read (#222),to-read,,,,0,0
24263142,"Skitmat: Vad det är, varför det gör dig fet och varför du fortsätter äta det",Jacob Gudiol,"Gudiol, Jacob",,"=""""","=""9789176092866""",0,3.74,Träningslära - Gudiol,Paperback,278,2014,2014,,2019/02/05,to-read,to-read (#221),to-read,,,,0,0
9793361,The Decision Book: Fifty Models for Strategic Thinking,Mikael Krogerus,"Krogerus, Mikael",Roman Tschäppeler,"=""""","=""""",0,3.61,,Hardcover,174,2011,2011,,2019/02/05,to-read,to-read (#220),to-read,,,,0,0
6770855,Language Implementation Patterns: Techniques for Implementing Domain-Specific Languages,Terence Parr,"Parr, Terence",,"=""193435645X""","=""9781934356456""",0,3.87,Pragmatic Bookshelf,Paperback,374,2010,2009,,2019/01/31,to-read,to-read (#219),to-read,,,,0,0
17846180,Convict Conditioning: Ultimate Bodyweight Training Log,Paul Wade,"Wade, Paul",,"=""0938045989""","=""9780938045984""",0,4.10,"Dragon Door Publications, Inc",ebook,290,2012,2012,,2019/01/29,to-read,to-read (#218),to-read,,,,0,0
11878168,Anything You Want,Derek Sivers,"Sivers, Derek",,"=""1936719150""","=""9781936719150""",0,4.11,,Kindle Edition,88,,2011,,2019/01/28,to-read,to-read (#217),to-read,,,,0,0
70912,The Dice Man,Luke Rhinehart,"Rhinehart, Luke",,"=""0006513905""","=""9780006513902""",4,3.55,HarperCollins,Paperback,541,1999,1971,2019/01/16,2014/11/07,,,read,,,,1,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.48,Tor Books,Hardcover,537,2006,2006,,2019/01/05,to-read,to-read (#216),to-read,,,,0,0
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,3.76,Harper Collins US UK,Paperback,326,2004,2001,,2019/01/01,to-read,to-read (#215),to-read,,,,0,0
12693642,Lean from the Trenches: Managing Large-Scale Projects with Kanban,Henrik Kniberg,"Kniberg, Henrik",,"=""1934356859""","=""9781934356852""",0,4.21,Pragmatic Bookshelf,Paperback,178,2011,2011,,2018/12/26,to-read,to-read (#214),to-read,,,,0,0
177194,"Thunderball (James Bond, #9)",Ian Fleming,"Fleming, Ian",Simon Vance,"=""0142003247""","=""9780142003244""",0,3.83,Penguin Group,Paperback,258,2003,1961,,2018/12/25,to-read,to-read (#213),to-read,,,,0,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",0,4.09,Ballantine Books,Mass Market Paperback,416,1991,1990,,2015/12/29,to-read,to-read (#71),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.16,Tor.com,ebook,144,2017,2017,,2018/12/02,to-read,to-read (#212),to-read,,,,0,0
32284387,A Mother's Confession,Kelly Rimmer,"Rimmer, Kelly",,"=""""","=""""",0,4.37,Bookouture,Kindle Edition,354,2016,2016,,2018/11/30,to-read,to-read (#211),to-read,,,,0,0
15902354,Implementing Programming Languages. an Introduction to Compilers and Interpreters (Texts in Computing),Department of Philosophy Aarne Ranta,"Ranta, Department of Philosophy Aarne",,"=""1848900643""","=""9781848900646""",0,3.82,College Publications,Paperback,224,2012,2012,,2016/12/04,to-read,to-read (#210),to-read,,,,0,0
6713575,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,"Seibel, Peter",,"=""1430219483""","=""9781430219484""",4,3.95,Apress,Paperback,632,2009,2009,2018/11/16,2017/06/23,,,read,,,,1,0
38261543,"Dark Sacred Night (Renée Ballard, #2; Harry Bosch, #21; Harry Bosch Universe, #31)",Michael Connelly,"Connelly, Michael",,"=""1409182754""","=""""",4,4.18,Orion,Kindle Edition,448,2018,2018,2018/11/11,2018/10/30,,,read,,,,1,0
28219011,Lilla Berlin - Cute Overload (Lilla Berlin #4),Ellen Ekman,"Ekman, Ellen",,"=""9186509551""","=""9789186509552""",4,3.96,Kolik,Paperback,160,2015,2015,,2018/11/03,,,read,,,,1,0
68099,"Death at La Fenice (Commissario Brunetti, #1)",Donna Leon,"Leon, Donna",,"=""006074068X""","=""9780060740689""",0,3.88,Harper Perennial,Paperback,270,2004,1992,,2018/09/30,to-read,to-read (#209),to-read,,,,0,0
8200092,Två nötcreme och en moviebox,Filip Hammar,"Hammar, Filip",Fredrik Wikingsson,"=""9185015091""","=""9789185015092""",3,3.22,Bonnier fakta,Paperback,285,2003,2003,,2018/09/29,,,read,,,,1,0
2019095,A Practical Guide to Data Structures and Algorithms using Java (Chapman & Hall/CRC Applied Algorithms and Data Structures series),Sally A. Goldman,"Goldman, Sally A.",Kenneth J. Goldman,"=""158488455X""","=""9781584884552""",0,4.50,Chapman and Hall/CRC,Hardcover,1056,2007,2007,,2018/09/22,to-read,to-read (#208),to-read,,,,0,0
405790,Beautiful Code: Leading Programmers Explain How They Think,Andy Oram,"Oram, Andy","Greg Wilson, Jon L. Bentley, Brian W. Kernighan, Charles Petzold, Douglas Crockford, Henry S. Warren Jr., Ashish Gulhati, Lincoln Stein, Jim Kent, Jack Dongarra, Poitr Luszczek, Adam Kolawa, Greg Kroah-Hartman, Diomidis Spinellis, Andrew Kuchling, Travis E. Oliphant, Ronald Mak, Rogério Atem de Carvalho, Rafael Monnerat, Bryan Cantrill, Jeffrey Dean, Sanjay Ghemawat, Simon Peyton Jones, R. Kent Dybuig, William R. Otte, Douglas C. Schmidt, Andrew Patzer, Karl Fogel, Tim Bray, Elliotte Rusty Harold, Michael C. Feathers, Alberto Savoia","=""0596510047""","=""9780596510046""",0,3.76,O'Reilly Media,Paperback,563,2007,2009,,2018/09/22,to-read,to-read (#207),to-read,,,,0,0
6966800,Style: Lessons in Clarity and Grace,Joseph M. Williams,"Williams, Joseph M.",Gregory G. Colomb,"=""0205747469""","=""9780205747467""",0,4.21,Longman,Paperback,288,2010,1981,,2018/09/22,to-read,to-read (#206),to-read,,,,0,0
17746,"Visual Explanations: Images and Quantities, Evidence and Narrative",Edward R. Tufte,"Tufte, Edward R.",,"=""0961392126""","=""9780961392123""",0,4.29,Graphics Press,Hardcover,156,1998,1997,,2018/09/19,to-read,to-read (#205),to-read,,,,0,0
17745,Envisioning Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392118""","=""9780961392116""",0,4.23,Graphics Press,Hardcover,126,1992,1990,,2018/09/19,to-read,to-read (#204),to-read,,,,0,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,"=""0804136696""","=""9780804136693""",0,4.08,Crown,Hardcover,352,2015,2015,,2018/09/07,to-read,to-read (#203),to-read,,,,0,0
22529127,Team of Teams: New Rules of Engagement for a Complex World,Stanley McChrystal,"McChrystal, Stanley","Chris Fussell, Tantum Collins, David        Silverman","=""1591847486""","=""9781591847489""",0,4.15,Portfolio,Hardcover,304,2015,2015,,2018/09/06,to-read,to-read (#202),to-read,,,,0,0
35902688,Larmrapporten: Att skilja vetenskap från trams,Emma Frans,"Frans, Emma",,"=""""","=""9789188123930""",4,3.67,Volante,Paperback,164,2017,2017,2018/09/06,2017/10/12,,,read,,,,1,0
41044212,TED Talks: The Official TED Guide to Public Speaking,Chris J. Anderson,"Anderson, Chris J.",,"=""""","=""""",0,4.04,Mariner Books,Kindle Edition,288,2016,2016,,2018/09/06,to-read,to-read (#201),to-read,,,,0,0
18277119,Think Java: How to Think Like a Computer Scientist,Allen B. Downey,"Downey, Allen B.",,"=""""","=""""",2,3.91,Green Tea Press,ebook,248,2012,2016,,2018/09/02,,,read,,,,1,0
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",3,4.04,Metropolitan Books,Hardcover,208,2009,2009,2018/09/02,2016/11/13,,,read,,,,1,0
9160737,"Alfahannen (Justitia-serien, #3)",Katarina Wennstam,"Wennstam, Katarina",,"=""9100123021""","=""9789100123024""",0,3.57,Albert Bonniers Förlag,Hardcover,366,2010,2010,,2018/08/31,to-read,to-read (#200),to-read,,,,0,0
13245602,Snacka snyggt : modern retorik,Elaine Bergqvist,"Bergqvist, Elaine",,"=""9113027786""","=""9789113027784""",4,3.38,Norstedts,Hardcover,232,2011,2011,2018/08/27,2018/08/20,,,read,,,,1,0
405614,Distributed Systems: Principles and Paradigms,Andrew S. Tanenbaum,"Tanenbaum, Andrew S.",Maarten van Steen,"=""0132392275""","=""9780132392273""",0,4.01,Pearson,Paperback,704,2006,2001,,2018/08/22,to-read,to-read (#199),to-read,,,,0,0
16171221,The Sports Gene: Inside the Science of Extraordinary Athletic Performance,David   Epstein,"Epstein, David",,"=""1591845114""","=""9781591845119""",0,4.20,Current,Hardcover,338,2013,2013,,2018/08/17,to-read,to-read (#198),to-read,,,,0,0
32418,"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",4,3.81,Arrow,Paperback,564,2000,1999,,2018/08/12,,,read,,,,1,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.06,Dutton,Hardcover,454,2000,1981,,2018/08/12,to-read,to-read (#197),to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",,"=""1501163116""","=""""",0,4.29,Simon & Schuster,Kindle Edition,432,2017,2016,,2018/08/09,to-read,to-read (#196),to-read,,,,0,0
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",Well-illustrated,"=""059306173X""","=""9780593061732""",0,4.16,Bantam Press,Hardcover,470,2009,2009,,2018/08/09,to-read,to-read (#195),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.37,Vintage,Paperback,512,2015,2011,,2018/08/06,to-read,to-read (#194),to-read,,,,0,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.11,William Morrow,Kindle Edition,635,2011,2001,,2018/08/06,to-read,to-read (#193),to-read,,,,0,0
25657130,All American Boys,Jason Reynolds,"Reynolds, Jason",Brendan Kiely,"=""1481463330""","=""9781481463331""",0,4.31,Atheneum/Caitlyn Dlouhy Books,Hardcover,316,2015,2015,,2018/08/06,to-read,to-read (#192),to-read,,,,0,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2018/08/06,to-read,to-read (#191),to-read,,,,0,0
6565082,Born to Run,Christopher McDougall,"McDougall, Christopher",,"=""""","=""""",0,4.30,Alfred A. Knopf,Kindle Edition,306,2009,2009,,2018/08/06,to-read,to-read (#190),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",0,4.27,Del Rey,Hardcover,382,2014,2014,,2018/07/18,to-read,to-read (#189),to-read,,,,0,0
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""9787392136""","=""9789787392133""",5,4.26,"Pragmatic Bookshelf, The",Paperback,350,2017,2007,2018/07/17,2016/12/06,,,read,,,,1,0
30716622,Changer (KESTREL #1),Matt Gemmell,"Gemmell, Matt",,"=""""","=""""",0,4.12,,Kindle Edition,476,2016,2016,,2018/07/16,to-read,to-read (#188),to-read,,,,0,0
127932,Java Concurrency in Practice,Brian Goetz,"Goetz, Brian","Tim Peierls, Joshua Bloch, Joseph Bowbeer, David Holmes, Doug Lea","=""0321349601""","=""9780321349606""",0,4.47,Addison-Wesley Professional,Paperback,432,2006,2005,,2018/06/28,to-read,to-read (#187),to-read,,,,0,0
31682628,Hjärnstark,Anders Hansen,"Hansen, Anders",,"=""9173630780""","=""9789173630788""",0,3.96,Bonnier Fakta,Hardcover,256,2016,2016,,2018/06/26,to-read,to-read (#186),to-read,,,,0,0
22446100,Java Performance: The Definitive Guide: Getting the Most Out of Your Code,Scott Oaks,"Oaks, Scott",,"=""1449363520""","=""9781449363529""",0,4.37,O'Reilly Media,Kindle Edition,601,2014,2014,,2018/06/19,to-read,to-read (#185),to-read,,,,0,0
24905031,Creating Effective Teams: A Guide for Members and Leaders,Susan A. Wheelan,"Wheelan, Susan A.",,"=""1483390993""","=""9781483390994""",0,3.83,"SAGE Publications, Inc",Kindle Edition,168,2014,1999,,2017/11/06,to-read,to-read (#144),to-read,,,,0,0
104745,The Art of UNIX Programming,Eric S. Raymond,"Raymond, Eric S.",,"=""0131429019""","=""9780131429017""",0,4.18,Addison-Wesley,Paperback,560,2003,2003,,2018/05/26,to-read,to-read (#184),to-read,,,,0,0
7959038,SQL Antipatterns: Avoiding the Pitfalls of Database Programming (Pragmatic Programmers),Bill Karwin,"Karwin, Bill",,"=""1934356557""","=""9781934356555""",0,4.01,"Pragmatic Programmers, LLC, The",Paperback,334,2017,2010,,2018/05/26,to-read,to-read (#183),to-read,,,,0,0
18713393,How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library Book 34),George Pólya,"Pólya, George",,"=""""","=""""",0,4.14,Princeton University Press,Kindle Edition,289,2014,1944,,2017/07/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
34563722,"The Late Show (Renée Ballard, #1; Harry Bosch Universe, #29)",Michael Connelly,"Connelly, Michael",,"=""1409147525""","=""9781409147527""",3,4.11,Orion,Kindle Edition,429,2017,2017,2018/05/25,2018/05/09,,,read,,,,1,0
17225810,SQL Performance Explained,Markus Winand,"Winand, Markus",,"=""3950307826""","=""9783950307825""",0,4.41,Markus Winand (2012),Paperback,204,2012,2011,,2018/05/25,to-read,to-read (#182),to-read,,,,0,0
30209127,The Stupidity Paradox: The Power and Pitfalls of Functional Stupidity at Work,Mats Alvesson,"Alvesson, Mats",André Spicer,"=""1782832025""","=""9781782832027""",0,3.66,Profile Books(GB),Unknown Binding,0,2016,2016,,2018/05/22,to-read,to-read (#181),to-read,,,,0,0
29598815,Making Sense of Stream Processing,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""9781491940105""",0,4.27,O'Reilly Media,ebook,183,2016,,,2018/05/18,to-read,to-read (#180),to-read,,,,0,0
34927404,Effective Java,Joshua Bloch,"Bloch, Joshua",,"=""0134685997""","=""9780134685991""",5,4.51,Addison-Wesley Professional,Paperback,412,2017,2001,2018/05/17,2018/03/01,,,read,,,,1,0
127931,"Java Puzzlers: Traps, Pitfalls, and Corner Cases",Joshua Bloch,"Bloch, Joshua",Neal Gafter,"=""032133678X""","=""9780321336781""",0,4.25,Addison-Wesley Professional,Paperback,312,2005,2005,,2018/05/12,to-read,to-read (#179),to-read,,,,0,0
230101,Enderby,Anthony Burgess,"Burgess, Anthony",,"=""0140059571""","=""9780140059571""",0,3.91,PENGUIN PUTNAM * TRADE,Paperback,479,1982,1974,,2018/05/10,to-read,to-read (#178),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.08,Business Plus,Kindle Edition,288,2012,2012,,2018/05/10,to-read,to-read (#177),to-read,,,,0,0
34564523,"Two Kinds of Truth (Harry Bosch, #20; Harry Bosch Universe, #30)",Michael Connelly,"Connelly, Michael",,"=""1409147568""","=""9781409147565""",4,4.28,Orion,Kindle Edition,417,2017,2017,2018/05/08,2018/05/01,,,read,,,,1,0
39211555,Accelerate: The Science of Lean Software and Devops: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788355""","=""9781942788355""",0,4.07,It Revolution Press,ebook,288,2018,,,2018/04/09,to-read,to-read (#176),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.13,Anchor Books,Paperback,314,1998,1985,,2018/03/29,to-read,to-read (#175),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton & Company,Paperback,304,2014,2012,,2018/03/19,to-read,to-read (#174),to-read,,,,0,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.97,Penguin,Hardcover,544,2012,2012,,2018/03/19,to-read,to-read (#173),to-read,,,,0,0
910789,The Elements Of Computing Systems: Building A Modern Computer From First Principles,Noam Nisan,"Nisan, Noam",,"=""026214087X""","=""9780262140874""",0,4.55,Mit Pr,Hardcover,325,2005,2005,,2018/03/15,to-read,to-read (#172),to-read,,,,0,0
13542853,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,"Holiday, Ryan",,"=""159184553X""","=""9781591845539""",0,3.86,Portfolio,Hardcover,259,2012,2012,,2018/03/15,to-read,to-read (#171),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2018/03/15,to-read,to-read (#170),to-read,,,,0,0
548914,The Little Schemer,Daniel P. Friedman,"Friedman, Daniel P.","Matthias Felleisen, Gerald J. Sussman, Duane Bibby","=""0262560992""","=""9780262560993""",0,4.29,MIT Press,Paperback,210,1995,1974,,2018/03/15,to-read,to-read (#169),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2018/03/15,to-read,to-read (#168),to-read,,,,0,0
404347,A Handlist of Rhetorical Terms,Richard A. Lanham,"Lanham, Richard A.",,"=""0520076699""","=""9780520076693""",0,4.11,University of California Press,Paperback,204,1991,1969,,2018/03/14,to-read,to-read (#167),to-read,,,,0,0
2098799,Starting Strength: Basic Barbell Training,Mark Rippetoe,"Rippetoe, Mark",Lon Kilgore,"=""0976805421""","=""9780976805427""",0,4.44,The Aasgaard Company,Paperback,320,2007,2005,,2018/03/14,to-read,to-read (#166),to-read,,,,0,0
6399113,The Passionate Programmer: Creating a Remarkable Career in Software Development (Pragmatic Life),Chad Fowler,"Fowler, Chad",,"=""1934356344""","=""9781934356340""",0,3.95,Pragmatic Bookshelf,Paperback,219,2009,2009,,2018/03/14,to-read,to-read (#165),to-read,,,,0,0
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""030746363X""","=""9780307463630""",0,3.73,Harmony,Hardcover,571,2010,2000,,2018/03/14,to-read,to-read (#164),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2018/03/14,to-read,to-read (#163),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.21,Harper,Kindle Edition,450,2017,2015,,2018/03/14,to-read,to-read (#162),to-read,,,,0,0
1877516,The Art of Profitability,Adrian J. Slywotzky,"Slywotzky, Adrian J.",,"=""0446531502""","=""9780446531504""",0,3.96,Warner Business Books,Hardcover,272,2002,2002,,2018/03/14,to-read,to-read (#161),to-read,,,,0,0
60653,"Cows, Pigs, Wars, and Witches: The Riddles of Culture",Marvin Harris,"Harris, Marvin",,"=""0679724680""","=""9780679724681""",0,3.93,Vintage,Paperback,288,1989,1974,,2018/03/14,to-read,to-read (#160),to-read,,,,0,0
14546626,Total Recall: My Unbelievably True Life Story,Arnold Schwarzenegger,"Schwarzenegger, Arnold",Peter Petre,"=""1451662432""","=""9781451662436""",0,4.16,Simon & Schuster,Hardcover,656,2012,2012,,2018/03/14,to-read,to-read (#159),to-read,,,,0,0
18007504,"Mindwise: How We Understand What Others Think, Believe, Feel, and Want",Nicholas Epley,"Epley, Nicholas",,"=""0307595919""","=""9780307595911""",0,3.77,Knopf,Hardcover,242,2014,2014,,2018/03/14,to-read,to-read (#158),to-read,,,,0,0
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,"=""""","=""""",0,4.10,Houghton Mifflin Harcourt,Kindle Edition,827,2016,2016,,2018/03/12,to-read,to-read (#157),to-read,,,,0,0
17985198,High Performance Browser Networking,Ilya Grigorik,"Grigorik, Ilya",,"=""""","=""""",0,4.52,O'Reilly,Paperback,400,2013,2013,,2018/03/07,to-read,to-read (#156),to-read,,,,0,0
18043011,Clean Architecture,Robert C. Martin,"Martin, Robert C.",,"=""0134494164""","=""9780134494166""",5,4.23,Prentice Hall,Paperback,432,2017,2017,2018/03/01,2017/08/23,,,read,,,,1,0
